Distination,Goose_pkt_appid,Goose_pkt_length,Goose_pkt_datSet,Goose_pkt_TimeAllowTolive,Goose_pkt_stNum,Goose_pkt_sqNum,Goose_pkt_Data_bit_string
0.375,0.031578947,0.666666667,0.4,0,0.79331307,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.790273556,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.79331307,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.790273556,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.79331307,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.790273556,0.6,0
0,0,0.666666667,0,1,0.79331307,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.790273556,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.790273556,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.787234043,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.790273556,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.790273556,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.79331307,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.79331307,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.790273556,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.79331307,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.790273556,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.79331307,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.790273556,0.8,0
0,0,0.666666667,0,1,0.79331307,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.790273556,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.79331307,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.790273556,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.790273556,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.79331307,0,0
0,0,0.666666667,0,0,0.796352584,0,1
0,0,0.666666667,0,0,0.796352584,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.79331307,0.2,0
0,0,0.666666667,0,0,0.796352584,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.79331307,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.79331307,1,1
0.5,0.042105263,0.333333333,0.533333333,1,0.790273556,1,0
0,0,0.666666667,0,1,0.796352584,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.79331307,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.79331307,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.790273556,0.8,0
0.25,0.021052632,0.333333333,0.266666667,0,0.79331307,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.79331307,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.79331307,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.79331307,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.79331307,0,0
0.375,0.031578947,0.666666667,0.4,0,0.796352584,0,1
0.375,0.031578947,0.666666667,0.4,0,0.796352584,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.79331307,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.796352584,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.79331307,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.796352584,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.79331307,0.6,0
0,0,0.666666667,0,1,0.796352584,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.79331307,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.79331307,1,1
0.75,0.063157895,0.333333333,0.8,1,0.790273556,1,0
0.25,0.021052632,0.333333333,0.266666667,1,0.79331307,0.8,0
0.125,0.010526316,0.333333333,0.133333333,0,0.796352584,0,0
0,0,0.666666667,0,0,0.799392097,0,1
0.75,0.063157895,0.333333333,0.8,0,0.79331307,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.796352584,0,1
0,0,0.666666667,0,0,0.799392097,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.796352584,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.796352584,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.79331307,0.2,0
0,0,0.666666667,0,0,0.799392097,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.796352584,0.4,0
0.625,0.052631579,0.666666667,0.666666667,0,0.796352584,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.79331307,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.796352584,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.79331307,0.8,0
0,0,0.666666667,0,1,0.799392097,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.796352584,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.796352584,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.79331307,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.796352584,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.796352584,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.796352584,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.796352584,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.796352584,0,0
0.375,0.031578947,0.666666667,0.4,0,0.799392097,0,1
0.5,0.042105263,0.333333333,0.533333333,0,0.796352584,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.799392097,0.2,1
0.375,0.031578947,0.666666667,0.4,0,0.799392097,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.796352584,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.799392097,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.796352584,0.6,0
0,0,0.666666667,0,1,0.799392097,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.796352584,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.796352584,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.79331307,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.796352584,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.796352584,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.799392097,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.799392097,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.796352584,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.799392097,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.796352584,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.799392097,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.796352584,0.8,0
0,0,0.666666667,0,1,0.799392097,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.796352584,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.799392097,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.796352584,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.796352584,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.799392097,0,0
0,0,0.666666667,0,0,0.802431611,0,1
0,0,0.666666667,0,0,0.802431611,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.799392097,0.2,0
0,0,0.666666667,0,0,0.802431611,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.799392097,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.799392097,1,1
0.5,0.042105263,0.333333333,0.533333333,1,0.796352584,1,0
0,0,0.666666667,0,1,0.802431611,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.799392097,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.799392097,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.796352584,0.8,0
0.25,0.021052632,0.333333333,0.266666667,0,0.799392097,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.799392097,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.799392097,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.799392097,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.799392097,0,0
0.375,0.031578947,0.666666667,0.4,0,0.802431611,0,1
0.375,0.031578947,0.666666667,0.4,0,0.802431611,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.799392097,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.802431611,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.799392097,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.802431611,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.799392097,0.6,0
0,0,0.666666667,0,1,0.802431611,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.799392097,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.799392097,1,1
0.75,0.063157895,0.333333333,0.8,1,0.796352584,1,0
0.25,0.021052632,0.333333333,0.266666667,1,0.799392097,0.8,0
0.125,0.010526316,0.333333333,0.133333333,0,0.802431611,0,0
0,0,0.666666667,0,0,0.805471125,0,1
0.75,0.063157895,0.333333333,0.8,0,0.799392097,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.802431611,0,1
0,0,0.666666667,0,0,0.805471125,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.802431611,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.802431611,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.799392097,0.2,0
0,0,0.666666667,0,0,0.805471125,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.802431611,0.4,0
0.625,0.052631579,0.666666667,0.666666667,0,0.802431611,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.799392097,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.802431611,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.799392097,0.8,0
0,0,0.666666667,0,1,0.805471125,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.802431611,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.802431611,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.799392097,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.802431611,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.802431611,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.802431611,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.802431611,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.802431611,0,0
0.375,0.031578947,0.666666667,0.4,0,0.805471125,0,1
0.375,0.031578947,0.666666667,0.4,0,0.805471125,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.802431611,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.805471125,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.802431611,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.805471125,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.802431611,0.6,0
0,0,0.666666667,0,1,0.805471125,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.802431611,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.802431611,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.799392097,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.802431611,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.802431611,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.805471125,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.805471125,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.802431611,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.805471125,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.802431611,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.805471125,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.802431611,0.8,0
0,0,0.666666667,0,1,0.805471125,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.802431611,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.805471125,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.802431611,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.802431611,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.805471125,0,0
0,0,0.666666667,0,0,0.808510638,0,1
0,0,0.666666667,0,0,0.808510638,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.805471125,0.2,0
0,0,0.666666667,0,0,0.808510638,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.805471125,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.805471125,1,1
0.5,0.042105263,0.333333333,0.533333333,1,0.802431611,1,0
0,0,0.666666667,0,1,0.808510638,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.805471125,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.805471125,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.802431611,0.8,0
0.25,0.021052632,0.333333333,0.266666667,0,0.805471125,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.805471125,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.805471125,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.805471125,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.805471125,0,0
0.375,0.031578947,0.666666667,0.4,0,0.808510638,0,1
0.375,0.031578947,0.666666667,0.4,0,0.808510638,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.805471125,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.808510638,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.805471125,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.808510638,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.805471125,0.6,0
0,0,0.666666667,0,1,0.808510638,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.805471125,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.805471125,1,1
0.75,0.063157895,0.333333333,0.8,1,0.802431611,1,0
0.25,0.021052632,0.333333333,0.266666667,1,0.805471125,0.8,0
0.125,0.010526316,0.333333333,0.133333333,0,0.808510638,0,0
0,0,0.666666667,0,0,0.811550152,0,1
0.75,0.063157895,0.333333333,0.8,0,0.805471125,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.808510638,0,1
0,0,0.666666667,0,0,0.811550152,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.808510638,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.808510638,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.805471125,0.2,0
0,0,0.666666667,0,0,0.811550152,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.808510638,0.4,0
0.625,0.052631579,0.666666667,0.666666667,0,0.808510638,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.805471125,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.808510638,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.805471125,0.8,0
0,0,0.666666667,0,1,0.811550152,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.808510638,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.808510638,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.805471125,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.808510638,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.808510638,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.808510638,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.808510638,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.808510638,0,0
0.375,0.031578947,0.666666667,0.4,0,0.811550152,0,1
0.375,0.031578947,0.666666667,0.4,0,0.811550152,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.808510638,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.811550152,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.808510638,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.811550152,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.808510638,0.6,0
0,0,0.666666667,0,1,0.811550152,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.808510638,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.808510638,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.805471125,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.808510638,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.808510638,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.811550152,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.811550152,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.808510638,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.811550152,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.808510638,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.811550152,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.808510638,0.8,0
0,0,0.666666667,0,1,0.811550152,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.808510638,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.811550152,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.808510638,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.808510638,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.811550152,0,0
0,0,0.666666667,0,0,0.814589666,0,1
0,0,0.666666667,0,0,0.814589666,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.811550152,0.2,0
0,0,0.666666667,0,0,0.814589666,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.811550152,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.811550152,1,1
0.5,0.042105263,0.333333333,0.533333333,1,0.808510638,1,0
0,0,0.666666667,0,1,0.814589666,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.811550152,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.811550152,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.808510638,0.8,0
0.25,0.021052632,0.333333333,0.266666667,0,0.811550152,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.811550152,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.811550152,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.811550152,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.811550152,0,0
0.375,0.031578947,0.666666667,0.4,0,0.814589666,0,1
0.375,0.031578947,0.666666667,0.4,0,0.814589666,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.811550152,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.814589666,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.811550152,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.814589666,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.811550152,0.6,0
0,0,0.666666667,0,1,0.814589666,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.811550152,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.811550152,1,1
0.75,0.063157895,0.333333333,0.8,1,0.808510638,1,0
0.25,0.021052632,0.333333333,0.266666667,1,0.811550152,0.8,0
0.125,0.010526316,0.333333333,0.133333333,0,0.814589666,0,0
0,0,0.666666667,0,0,0.817629179,0,1
0.75,0.063157895,0.333333333,0.8,0,0.811550152,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.814589666,0,1
0,0,0.666666667,0,0,0.817629179,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.814589666,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.814589666,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.811550152,0.2,0
0,0,0.666666667,0,0,0.817629179,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.814589666,0.4,0
0.625,0.052631579,0.666666667,0.666666667,0,0.814589666,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.811550152,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.814589666,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.811550152,0.8,0
0,0,0.666666667,0,1,0.817629179,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.814589666,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.814589666,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.811550152,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.814589666,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.814589666,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.814589666,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.814589666,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.814589666,0,0
0.375,0.031578947,0.666666667,0.4,0,0.817629179,0,1
0.375,0.031578947,0.666666667,0.4,0,0.817629179,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.814589666,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.817629179,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.814589666,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.817629179,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.814589666,0.6,0
0,0,0.666666667,0,1,0.817629179,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.814589666,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.814589666,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.811550152,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.814589666,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.814589666,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.817629179,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.817629179,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.814589666,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.817629179,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.814589666,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.817629179,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.814589666,0.8,0
0,0,0.666666667,0,1,0.817629179,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.814589666,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.817629179,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.814589666,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.814589666,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.817629179,0,0
0,0,0.666666667,0,0,0.820668693,0,1
0.125,0.010526316,0.333333333,0.133333333,0,0.817629179,0.2,0
0,0,0.666666667,0,0,0.820668693,0.2,1
0,0,0.666666667,0,0,0.820668693,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.817629179,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.817629179,1,1
0.5,0.042105263,0.333333333,0.533333333,1,0.814589666,1,0
0,0,0.666666667,0,1,0.820668693,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.817629179,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.817629179,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.814589666,0.8,0
0.25,0.021052632,0.333333333,0.266666667,0,0.817629179,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.817629179,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.817629179,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.817629179,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.817629179,0,0
0.375,0.031578947,0.666666667,0.4,0,0.820668693,0,1
0.375,0.031578947,0.666666667,0.4,0,0.820668693,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.817629179,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.820668693,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.817629179,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.820668693,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.817629179,0.6,0
0,0,0.666666667,0,1,0.820668693,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.817629179,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.817629179,1,1
0.75,0.063157895,0.333333333,0.8,1,0.814589666,1,0
0.25,0.021052632,0.333333333,0.266666667,1,0.817629179,0.8,0
0.125,0.010526316,0.333333333,0.133333333,0,0.820668693,0,0
0,0,0.666666667,0,0,0.823708207,0,1
0.75,0.063157895,0.333333333,0.8,0,0.817629179,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.820668693,0,1
0,0,0.666666667,0,0,0.823708207,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.820668693,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.820668693,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.817629179,0.2,0
0,0,0.666666667,0,0,0.823708207,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.820668693,0.4,0
0.625,0.052631579,0.666666667,0.666666667,0,0.820668693,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.817629179,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.820668693,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.817629179,0.8,0
0,0,0.666666667,0,1,0.823708207,0.6,1
0.125,0.010526316,0.333333333,0.133333333,1,0.820668693,0.6,0
0.625,0.052631579,0.666666667,0.666666667,1,0.820668693,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.817629179,0.6,0
0.25,0.021052632,0.333333333,0.266666667,0,0.820668693,0,0
0.25,0.021052632,0.333333333,0.266666667,0,0.820668693,0.2,0
0.25,0.021052632,0.333333333,0.266666667,0,0.820668693,0.4,0
0.25,0.021052632,0.333333333,0.266666667,1,0.820668693,0.6,0
0.5,0.042105263,0.333333333,0.533333333,0,0.820668693,0,0
0.375,0.031578947,0.666666667,0.4,0,0.823708207,0,1
0.375,0.031578947,0.666666667,0.4,0,0.823708207,0.2,1
0.5,0.042105263,0.333333333,0.533333333,0,0.820668693,0.2,0
0.375,0.031578947,0.666666667,0.4,0,0.823708207,0.4,1
0.5,0.042105263,0.333333333,0.533333333,0,0.820668693,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.823708207,0.6,1
0.5,0.042105263,0.333333333,0.533333333,1,0.820668693,0.6,0
0,0,0.666666667,0,1,0.823708207,0.8,1
0.125,0.010526316,0.333333333,0.133333333,1,0.820668693,0.8,0
0.625,0.052631579,0.666666667,0.666666667,1,0.820668693,0.8,1
0.75,0.063157895,0.333333333,0.8,1,0.817629179,0.8,0
0.25,0.021052632,0.333333333,0.266666667,1,0.820668693,0.8,0
0.75,0.063157895,0.333333333,0.8,0,0.820668693,0,0
0.625,0.052631579,0.666666667,0.666666667,0,0.823708207,0,1
0.625,0.052631579,0.666666667,0.666666667,0,0.823708207,0.2,1
0.75,0.063157895,0.333333333,0.8,0,0.820668693,0.2,0
0.625,0.052631579,0.666666667,0.666666667,0,0.823708207,0.4,1
0.75,0.063157895,0.333333333,0.8,0,0.820668693,0.4,0
0.375,0.031578947,0.666666667,0.4,1,0.823708207,0.8,1
0.5,0.042105263,0.333333333,0.533333333,1,0.820668693,0.8,0
0,0,0.666666667,0,1,0.823708207,1,1
0.125,0.010526316,0.333333333,0.133333333,1,0.820668693,1,0
0.625,0.052631579,0.666666667,0.666666667,1,0.823708207,0.6,1
0.75,0.063157895,0.333333333,0.8,1,0.820668693,0.6,0
0.25,0.021052632,0.333333333,0.266666667,1,0.820668693,1,0
0.125,0.010526316,0.333333333,0.133333333,0,0.823708207,0,0
0,0,0.666666667,0,0,0.82674772,0,1
0,0,0.666666667,0,0,0.82674772,0.2,1
0.125,0.010526316,0.333333333,0.133333333,0,0.823708207,0.2,0
0,0,0.666666667,0,0,0.82674772,0.4,1
0.125,0.010526316,0.333333333,0.133333333,0,0.823708207,0.4,0
