Distination,Goose_pkt_identifi,Goose_pkt_length,Goose_pkt_datSet,Goose_pkt_time,Goose_pkt_TimeAllowTolive,Goose_pkt_stNum,Goose_pkt_sqNum,Goose_pkt_Data_bit_string,Goose_pkt_data_cnt,Goose_pkt_test
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 15.035999953)",15000,288,4,3,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 10.147999942)",15000,287,5,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 10.148999989)",15000,288,5,4,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 17.010999977)",15000,288,4,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.035999953)",1500,289,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.035999953)",1500,290,0,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.148999989)",1500,288,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.148999989)",1500,289,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.035999953)",1500,290,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.035999953)",1500,289,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.148999989)",1500,289,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.148999989)",1500,288,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.035999953)",1500,290,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.035999953)",1500,289,2,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.148999989)",1500,289,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.148999989)",1500,288,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 19.652999997)",15000,289,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 19.652999997)",15000,288,4,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.035999953)",15000,290,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.035999953)",15000,289,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.148999989)",15000,289,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.148999989)",15000,288,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 27.010999977)",1500,289,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 27.010999977)",1500,289,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 27.010999977)",1500,289,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 27.010999977)",15000,289,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 29.653999984)",1500,289,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 29.653999984)",1500,290,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 29.653999984)",1500,290,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 29.653999984)",1500,289,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 29.653999984)",1500,290,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 29.653999984)",1500,289,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 29.653999984)",15000,290,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 29.653999984)",15000,289,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.035999953)",15000,290,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.035999953)",15000,289,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.148999989)",15000,289,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.148999989)",15000,288,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 27.010999977)",15000,289,4,3,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 35.148999989)",1500,289,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 35.148999989)",1500,290,0,4,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 35.148999989)",1500,290,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 35.148999989)",1500,289,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 35.148999989)",1500,290,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 35.148999989)",1500,289,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 29.653999984)",15000,290,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 29.653999984)",15000,289,4,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 25.035999953)",15000,290,5,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 25.035999953)",15000,289,5,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 35.148999989)",15000,290,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 35.148999989)",15000,289,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 27.010999977)",15000,289,5,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 40.035999953)",1500,290,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 40.035999953)",1500,291,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 40.035999953)",1500,291,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 40.035999953)",1500,290,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 40.035999953)",1500,291,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 40.035999953)",1500,290,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 29.653999984)",15000,290,5,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 29.653999984)",15000,289,5,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 40.035999953)",15000,291,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 40.035999953)",15000,290,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 35.148999989)",15000,290,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 35.148999989)",15000,289,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 42.010999977)",1500,290,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 42.010999977)",1500,290,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 42.010999977)",1500,290,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 42.010999977)",15000,290,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 44.653999984)",1500,290,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 44.653999984)",1500,291,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 44.653999984)",1500,291,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 44.653999984)",1500,290,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 44.653999984)",1500,291,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 44.653999984)",1500,290,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 44.653999984)",15000,291,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 44.653999984)",15000,290,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 40.035999953)",15000,291,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 40.035999953)",15000,290,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 35.148999989)",15000,290,5,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 35.148999989)",15000,289,5,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 42.010999977)",15000,290,4,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.03699994)",1500,291,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.03699994)",1500,292,0,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.148999989)",1500,290,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.148999989)",1500,291,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.03699994)",1500,292,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.03699994)",1500,291,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.148999989)",1500,291,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.148999989)",1500,290,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.03699994)",1500,292,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.03699994)",1500,291,2,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.148999989)",1500,291,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.148999989)",1500,290,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 44.653999984)",15000,291,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 44.653999984)",15000,290,4,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.03699994)",15000,292,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.03699994)",15000,291,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.148999989)",15000,291,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.148999989)",15000,290,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 52.010999977)",1500,291,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 52.010999977)",1500,291,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 52.010999977)",1500,291,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 52.010999977)",15000,291,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 54.653999984)",1500,291,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 54.653999984)",1500,292,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 54.653999984)",1500,292,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 54.653999984)",1500,291,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 54.653999984)",1500,292,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 54.653999984)",1500,291,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 54.653999984)",15000,292,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 54.653999984)",15000,291,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.03699994)",15000,292,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.03699994)",15000,291,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.148999989)",15000,291,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.148999989)",15000,290,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 52.010999977)",15000,291,4,3,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 0.148999989)",1500,291,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 0.148999989)",1500,292,0,4,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 0.148999989)",1500,292,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 0.148999989)",1500,291,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 0.148999989)",1500,292,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 0.148999989)",1500,291,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 54.653999984)",15000,292,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 54.653999984)",15000,291,4,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 50.03699994)",15000,292,5,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 50.03699994)",15000,291,5,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 0.148999989)",15000,292,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 0.148999989)",15000,291,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 52.010999977)",15000,291,5,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 5.03699994)",1500,292,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 5.03699994)",1500,293,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 5.03699994)",1500,293,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 5.03699994)",1500,292,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 5.03699994)",1500,293,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 5.03699994)",1500,292,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 54, 54.653999984)",15000,292,5,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 54, 54.653999984)",15000,291,5,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 5.03699994)",15000,293,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 5.03699994)",15000,292,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 0.148999989)",15000,292,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 0.148999989)",15000,291,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 7.010999977)",1500,292,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 7.010999977)",1500,292,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 7.010999977)",1500,292,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 7.010999977)",15000,292,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 9.654999971)",1500,292,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 9.654999971)",1500,293,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 9.654999971)",1500,293,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 9.654999971)",1500,292,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 9.654999971)",1500,293,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 9.654999971)",1500,292,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 9.654999971)",15000,293,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 9.654999971)",15000,292,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 5.03699994)",15000,293,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 5.03699994)",15000,292,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 0.148999989)",15000,292,5,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 0.148999989)",15000,291,5,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 7.010999977)",15000,292,4,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 15.03699994)",1500,293,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 15.03699994)",1500,294,0,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 15.149999976)",1500,292,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 15.149999976)",1500,293,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 15.03699994)",1500,294,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 15.03699994)",1500,293,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 15.149999976)",1500,293,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 15.149999976)",1500,292,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 15.03699994)",1500,294,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 15.03699994)",1500,293,2,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 15.149999976)",1500,293,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 15.149999976)",1500,292,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 9.654999971)",15000,293,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 9.654999971)",15000,292,4,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 15.03699994)",15000,294,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 15.03699994)",15000,293,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 15.149999976)",15000,293,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 15.149999976)",15000,292,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 17.010999977)",1500,293,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 17.010999977)",1500,293,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 17.010999977)",1500,293,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 17.010999977)",15000,293,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 2, 55, 19.654999971)",1500,293,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 19.654999971)",1500,294,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 2, 55, 19.654999971)",1500,294,1,4,1,0
