Distination,Goose_pkt_identifi,Goose_pkt_length,Goose_pkt_datSet,Goose_pkt_time,Goose_pkt_TimeAllowTolive,Goose_pkt_stNum,Goose_pkt_sqNum,Goose_pkt_Data_bit_string,Goose_pkt_data_cnt,Goose_pkt_test
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 5.112999975)",15000,485,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 5.112999975)",15000,484,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 0.230999946)",15000,484,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 0.230999946)",15000,483,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 7.083999991)",1500,484,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 7.083999991)",1500,484,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 7.083999991)",1500,484,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 7.083999991)",15000,484,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 9.722999989)",1500,484,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 9.723999977)",1500,485,0,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 9.722999989)",1500,484,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 9.723999977)",1500,485,1,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 9.723999977)",1500,485,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 9.722999989)",1500,484,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 9.723999977)",15000,485,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 9.722999989)",15000,484,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 5.112999975)",15000,485,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 5.112999975)",15000,484,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 0.230999946)",15000,484,5,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 0.230999946)",15000,483,5,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 7.083999991)",15000,484,4,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.112999975)",1500,485,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.112999975)",1500,486,0,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.230999946)",1500,484,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.230999946)",1500,485,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.112999975)",1500,486,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.112999975)",1500,485,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.230999946)",1500,485,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.230999946)",1500,484,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.112999975)",1500,486,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.112999975)",1500,485,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 9.723999977)",15000,485,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 9.722999989)",15000,484,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.230999946)",1500,485,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.230999946)",1500,484,2,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.112999975)",15000,486,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.112999975)",15000,485,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.230999946)",15000,485,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.230999946)",15000,484,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 17.083999991)",1500,485,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 17.083999991)",1500,485,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 17.083999991)",1500,485,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 17.083999991)",15000,485,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 19.723999977)",1500,485,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 19.723999977)",1500,486,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 19.723999977)",1500,486,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 19.723999977)",1500,485,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 19.723999977)",1500,486,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 19.723999977)",1500,485,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 19.723999977)",15000,486,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 19.723999977)",15000,485,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.112999975)",15000,486,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.112999975)",15000,485,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.230999946)",15000,485,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.230999946)",15000,484,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 17.083999991)",15000,485,4,3,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 25.230999946)",1500,485,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 25.230999946)",1500,486,0,4,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 25.230999946)",1500,486,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 25.230999946)",1500,485,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 19.723999977)",15000,486,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 19.723999977)",15000,485,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 25.230999946)",1500,486,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 25.230999946)",1500,485,2,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 15.112999975)",15000,486,5,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 15.112999975)",15000,485,5,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 25.230999946)",15000,486,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 25.230999946)",15000,485,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 17.083999991)",15000,485,5,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 30.112999975)",1500,486,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 30.112999975)",1500,487,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 30.112999975)",1500,487,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 30.112999975)",1500,486,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 30.112999975)",1500,487,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 30.112999975)",1500,486,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 19.723999977)",15000,486,5,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 19.723999977)",15000,485,5,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 30.112999975)",15000,487,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 30.112999975)",15000,486,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 25.230999946)",15000,486,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 25.230999946)",15000,485,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 32.083999991)",1500,486,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 32.083999991)",1500,486,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 32.083999991)",1500,486,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 32.083999991)",15000,486,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 34.723999977)",1500,486,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 34.723999977)",1500,487,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 34.723999977)",1500,487,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 34.723999977)",1500,486,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 34.723999977)",1500,487,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 34.723999977)",1500,486,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 34.723999977)",15000,487,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 34.723999977)",15000,486,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 30.112999975)",15000,487,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 30.112999975)",15000,486,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 25.230999946)",15000,486,5,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 25.230999946)",15000,485,5,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 32.083999991)",15000,486,4,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.112999975)",1500,487,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.112999975)",1500,488,0,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.230999946)",1500,486,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.230999946)",1500,487,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.112999975)",1500,488,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.112999975)",1500,487,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.230999946)",1500,487,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.230999946)",1500,486,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.112999975)",1500,488,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.112999975)",1500,487,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 34.723999977)",15000,487,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 34.723999977)",15000,486,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.230999946)",1500,487,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.230999946)",1500,486,2,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.112999975)",15000,488,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.112999975)",15000,487,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.230999946)",15000,487,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.230999946)",15000,486,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 42.084999978)",1500,487,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 42.084999978)",1500,487,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 42.084999978)",1500,487,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 42.084999978)",15000,487,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 44.723999977)",1500,487,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 44.723999977)",1500,488,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 44.723999977)",1500,488,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 44.723999977)",1500,487,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 44.723999977)",1500,488,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 44.723999977)",1500,487,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 44.723999977)",15000,488,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 44.723999977)",15000,487,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.112999975)",15000,488,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.112999975)",15000,487,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.230999946)",15000,487,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.230999946)",15000,486,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 42.084999978)",15000,487,4,3,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 50.231999993)",1500,487,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 50.231999993)",1500,488,0,4,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 50.231999993)",1500,488,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 50.231999993)",1500,487,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 44.723999977)",15000,488,4,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 44.723999977)",15000,487,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 50.231999993)",1500,488,2,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 50.231999993)",1500,487,2,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 40.112999975)",15000,488,5,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 40.112999975)",15000,487,5,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 50.231999993)",15000,488,3,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 50.231999993)",15000,487,3,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 42.084999978)",15000,487,5,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 55.113999962)",1500,488,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 55.113999962)",1500,489,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 55.113999962)",1500,489,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 55.113999962)",1500,488,1,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 55.113999962)",1500,489,2,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 55.113999962)",1500,488,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 44.723999977)",15000,488,5,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 44.723999977)",15000,487,5,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 55.113999962)",15000,489,3,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 55.113999962)",15000,488,3,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 50.231999993)",15000,488,4,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 50.231999993)",15000,487,4,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 57.084999978)",1500,488,0,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 57.084999978)",1500,488,1,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 57.084999978)",1500,488,2,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 57.084999978)",15000,488,3,3,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 59.724999964)",1500,488,0,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 59.724999964)",1500,489,0,4,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 59.724999964)",1500,489,1,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 59.724999964)",1500,488,1,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 59.724999964)",1500,489,2,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 59.724999964)",1500,488,2,3,1,0
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 59.724999964)",15000,489,3,4,1,0
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 59.724999964)",15000,488,3,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 55.113999962)",15000,489,4,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 55.113999962)",15000,488,4,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 35, 50.231999993)",15000,488,5,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 50.231999993)",15000,487,5,3,1,0
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 35, 57.084999978)",15000,488,4,3,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 36, 5.113999962)",1500,489,0,3,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 36, 5.113999962)",1500,490,0,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 36, 5.231999993)",1500,488,0,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 36, 5.231999993)",1500,489,0,4,1,0
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 36, 5.113999962)",1500,490,1,4,1,0
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 36, 5.113999962)",1500,489,1,3,1,0
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 36, 5.231999993)",1500,489,1,4,1,0
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 36, 5.231999993)",1500,488,1,3,1,0
